DriverName,Team,grid,position,points,status,year,round
Räikkönen,Alfa Romeo,16,17,0,+1 Lap,2020,4
Kvyat,AlphaTauri,19,18,0,Accident,2020,4
Magnussen,Haas F1 Team,14,19,0,Collision,2020,4
Hülkenberg,Racing Point,13,20,0,Power Unit,2020,4
Verstappen,Red Bull,4,1,25,Finished,2020,5
Hamilton,Mercedes,2,2,19,Finished,2020,5
Bottas,Mercedes,1,3,15,Finished,2020,5
Leclerc,Ferrari,8,4,12,Finished,2020,5
Albon,Red Bull,9,5,10,Finished,2020,5
Stroll,Racing Point,6,6,8,Finished,2020,5
Hülkenberg,Racing Point,3,7,6,Finished,2020,5
Ocon,Renault,14,8,4,Finished,2020,5
Norris,McLaren,10,9,2,Finished,2020,5
Kvyat,AlphaTauri,16,10,1,Finished,2020,5
Gasly,AlphaTauri,7,11,0,Finished,2020,5
Vettel,Ferrari,11,12,0,Finished,2020,5
Sainz,McLaren,12,13,0,Finished,2020,5
Ricciardo,Renault,5,14,0,+1 Lap,2020,5
Räikkönen,Alfa Romeo,20,15,0,+1 Lap,2020,5
Grosjean,Haas F1 Team,13,16,0,+1 Lap,2020,5
Giovinazzi,Alfa Romeo,19,17,0,+1 Lap,2020,5
Russell,Williams,15,18,0,+1 Lap,2020,5
Latifi,Williams,18,19,0,+1 Lap,2020,5
Magnussen,Haas F1 Team,17,20,0,Retired,2020,5
Hamilton,Mercedes,1,1,25,Finished,2020,6
Verstappen,Red Bull,3,2,18,Finished,2020,6
Bottas,Mercedes,2,3,16,Finished,2020,6
Stroll,Racing Point,5,4,12,+1 Lap,2020,6
Pérez,Racing Point,4,5,10,+1 Lap,2020,6
Sainz,McLaren,7,6,8,+1 Lap,2020,6
Vettel,Ferrari,11,7,6,+1 Lap,2020,6
Albon,Red Bull,6,8,4,+1 Lap,2020,6
Gasly,AlphaTauri,10,9,2,+1 Lap,2020,6
Norris,McLaren,8,10,1,+1 Lap,2020,6
Ricciardo,Renault,13,11,0,+1 Lap,2020,6
Kvyat,AlphaTauri,12,12,0,+1 Lap,2020,6
Ocon,Renault,15,13,0,+1 Lap,2020,6
Räikkönen,Alfa Romeo,14,14,0,+1 Lap,2020,6
Magnussen,Haas F1 Team,16,15,0,+1 Lap,2020,6
Giovinazzi,Alfa Romeo,20,16,0,+1 Lap,2020,6
Russell,Williams,18,17,0,+1 Lap,2020,6
Latifi,Williams,19,18,0,+2 Laps,2020,6
Grosjean,Haas F1 Team,17,19,0,+2 Laps,2020,6
Leclerc,Ferrari,9,20,0,Electronics,2020,6
Hamilton,Mercedes,1,1,25,Finished,2020,7
Bottas,Mercedes,2,2,18,Finished,2020,7
Verstappen,Red Bull,3,3,15,Finished,2020,7
Ricciardo,Renault,4,4,13,Finished,2020,7
Ocon,Renault,6,5,10,Finished,2020,7
Albon,Red Bull,5,6,8,Finished,2020,7
Norris,McLaren,10,7,6,Finished,2020,7
Gasly,AlphaTauri,12,8,4,Finished,2020,7
Stroll,Racing Point,9,9,2,Finished,2020,7
Pérez,Racing Point,8,10,1,Finished,2020,7
Kvyat,AlphaTauri,11,11,0,Finished,2020,7
Räikkönen,Alfa Romeo,16,12,0,Finished,2020,7
Vettel,Ferrari,14,13,0,Finished,2020,7
Leclerc,Ferrari,13,14,0,Finished,2020,7
Grosjean,Haas F1 Team,17,15,0,Finished,2020,7
Latifi,Williams,19,16,0,Finished,2020,7
Magnussen,Haas F1 Team,20,17,0,Finished,2020,7
Giovinazzi,Alfa Romeo,18,18,0,Accident,2020,7
Russell,Williams,15,19,0,Debris,2020,7
Sainz,McLaren,7,20,0,Exhaust,2020,7
Gasly,AlphaTauri,10,1,25,Finished,2020,8
Sainz,McLaren,3,2,18,Finished,2020,8
Stroll,Racing Point,8,3,15,Finished,2020,8
Norris,McLaren,6,4,12,Finished,2020,8
Bottas,Mercedes,2,5,10,Finished,2020,8
Ricciardo,Renault,7,6,8,Finished,2020,8
Hamilton,Mercedes,1,7,7,Finished,2020,8
Ocon,Renault,12,8,4,Finished,2020,8
Kvyat,AlphaTauri,11,9,2,Finished,2020,8
Pérez,Racing Point,4,10,1,Finished,2020,8
Latifi,Williams,20,11,0,Finished,2020,8
Grosjean,Haas F1 Team,16,12,0,Finished,2020,8
Räikkönen,Alfa Romeo,14,13,0,Finished,2020,8
Russell,Williams,19,14,0,Finished,2020,8
Albon,Red Bull,9,15,0,Finished,2020,8
Giovinazzi,Alfa Romeo,18,16,0,Finished,2020,8
Verstappen,Red Bull,5,17,0,Power Unit,2020,8
Leclerc,Ferrari,13,18,0,Accident,2020,8
Magnussen,Haas F1 Team,15,19,0,Power Unit,2020,8
Vettel,Ferrari,17,20,0,Brakes,2020,8
Hamilton,Mercedes,1,1,26,Finished,2020,9
Bottas,Mercedes,2,2,18,Finished,2020,9
Albon,Red Bull,4,3,15,Finished,2020,9
Ricciardo,Renault,8,4,12,Finished,2020,9
Pérez,Racing Point,7,5,10,Finished,2020,9
Norris,McLaren,11,6,8,Finished,2020,9
Kvyat,AlphaTauri,12,7,6,Finished,2020,9
Leclerc,Ferrari,5,8,4,Finished,2020,9
Räikkönen,Alfa Romeo,13,9,2,Finished,2020,9
Vettel,Ferrari,14,10,1,Finished,2020,9
Russell,Williams,18,11,0,Finished,2020,9
Grosjean,Haas F1 Team,15,12,0,Finished,2020,9
Stroll,Racing Point,6,13,0,Puncture,2020,9
Ocon,Renault,10,14,0,Brakes,2020,9
Latifi,Williams,19,15,0,Collision,2020,9
Magnussen,Haas F1 Team,20,16,0,Collision,2020,9
Giovinazzi,Alfa Romeo,17,17,0,Collision,2020,9
Sainz,McLaren,9,18,0,Collision,2020,9
Verstappen,Red Bull,3,19,0,Collision,2020,9
Gasly,AlphaTauri,16,20,0,Collision,2020,9
Bottas,Mercedes,3,1,26,Finished,2020,10
Verstappen,Red Bull,2,2,18,Finished,2020,10
Hamilton,Mercedes,1,3,15,Finished,2020,10
Pérez,Racing Point,4,4,12,Finished,2020,10
Ricciardo,Renault,5,5,10,Finished,2020,10
Leclerc,Ferrari,10,6,8,Finished,2020,10
Ocon,Renault,7,7,6,Finished,2020,10
Kvyat,AlphaTauri,11,8,4,Finished,2020,10
Gasly,AlphaTauri,9,9,2,Finished,2020,10
Albon,Red Bull,15,10,1,Finished,2020,10
Giovinazzi,Alfa Romeo,17,11,0,+1 Lap,2020,10
Magnussen,Haas F1 Team,18,12,0,+1 Lap,2020,10
Vettel,Ferrari,14,13,0,+1 Lap,2020,10
Räikkönen,Alfa Romeo,19,14,0,+1 Lap,2020,10
Norris,McLaren,8,15,0,+1 Lap,2020,10
Latifi,Williams,20,16,0,+1 Lap,2020,10
Grosjean,Haas F1 Team,16,17,0,+1 Lap,2020,10
Russell,Williams,13,18,0,+1 Lap,2020,10
Sainz,McLaren,6,19,0,Accident,2020,10
Stroll,Racing Point,12,20,0,Collision,2020,10
Hamilton,Mercedes,2,1,25,Finished,2020,11
Verstappen,Red Bull,3,2,19,Finished,2020,11
Ricciardo,Renault,6,3,15,Finished,2020,11
Pérez,Racing Point,9,4,12,Finished,2020,11
Sainz,McLaren,10,5,10,Finished,2020,11
Gasly,AlphaTauri,12,6,8,Finished,2020,11
Leclerc,Ferrari,4,7,6,Finished,2020,11
Hülkenberg,Racing Point,20,8,4,Finished,2020,11
Grosjean,Haas F1 Team,16,9,2,Finished,2020,11
Giovinazzi,Alfa Romeo,14,10,1,Finished,2020,11
Vettel,Ferrari,11,11,0,Finished,2020,11
Räikkönen,Alfa Romeo,19,12,0,Finished,2020,11
Magnussen,Haas F1 Team,15,13,0,Finished,2020,11
Latifi,Williams,18,14,0,Finished,2020,11
Kvyat,AlphaTauri,13,15,0,Finished,2020,11
Norris,McLaren,8,16,0,Power Unit,2020,11
Albon,Red Bull,5,17,0,Radiator,2020,11
Ocon,Renault,7,18,0,Gearbox,2020,11
Bottas,Mercedes,1,19,0,Power Unit,2020,11
Russell,Williams,17,20,0,Collision,2020,11
Hamilton,Mercedes,1,1,26,Finished,2020,12
Bottas,Mercedes,2,2,18,Finished,2020,12
Verstappen,Red Bull,3,3,15,Finished,2020,12
Leclerc,Ferrari,4,4,12,Finished,2020,12
Gasly,AlphaTauri,9,5,10,+1 Lap,2020,12
Sainz,McLaren,7,6,8,+1 Lap,2020,12
Pérez,Racing Point,5,7,6,+1 Lap,2020,12
Ocon,Renault,11,8,4,+1 Lap,2020,12
Ricciardo,Renault,10,9,2,+1 Lap,2020,12
Vettel,Ferrari,15,10,1,+1 Lap,2020,12
Räikkönen,Alfa Romeo,16,11,0,+1 Lap,2020,12
Albon,Red Bull,6,12,0,+1 Lap,2020,12
Norris,McLaren,8,13,0,+1 Lap,2020,12
Russell,Williams,14,14,0,+1 Lap,2020,12
Giovinazzi,Alfa Romeo,17,15,0,+1 Lap,2020,12
Magnussen,Haas F1 Team,19,16,0,+1 Lap,2020,12
Grosjean,Haas F1 Team,18,17,0,+1 Lap,2020,12
Latifi,Williams,20,18,0,+2 Laps,2020,12
Kvyat,AlphaTauri,13,19,0,+2 Laps,2020,12
Stroll,Racing Point,12,20,0,Collision damage,2020,12
Hamilton,Mercedes,2,1,26,Finished,2020,13
Bottas,Mercedes,1,2,18,Finished,2020,13
Ricciardo,Renault,5,3,15,Finished,2020,13
Kvyat,AlphaTauri,8,4,12,Finished,2020,13
Leclerc,Ferrari,7,5,10,Finished,2020,13
Pérez,Racing Point,11,6,8,Finished,2020,13
Sainz,McLaren,10,7,6,Finished,2020,13
Norris,McLaren,9,8,4,Finished,2020,13
Räikkönen,Alfa Romeo,18,9,2,Finished,2020,13
Giovinazzi,Alfa Romeo,20,10,1,Finished,2020,13
Latifi,Williams,19,11,0,Finished,2020,13
Vettel,Ferrari,14,12,0,Finished,2020,13
Stroll,Racing Point,15,13,0,Finished,2020,13
Grosjean,Haas F1 Team,16,14,0,Finished,2020,13
Albon,Red Bull,6,15,0,Finished,2020,13
Russell,Williams,13,16,0,Accident,2020,13
Verstappen,Red Bull,3,17,0,Puncture,2020,13
Magnussen,Haas F1 Team,17,18,0,Illness,2020,13
Ocon,Renault,12,19,0,Gearbox,2020,13
Gasly,AlphaTauri,4,20,0,Water pressure,2020,13
Hamilton,Mercedes,6,1,25,Finished,2020,14
Pérez,Racing Point,3,2,18,Finished,2020,14
Vettel,Ferrari,11,3,15,Finished,2020,14
Leclerc,Ferrari,12,4,12,Finished,2020,14
Sainz,McLaren,15,5,10,Finished,2020,14
Verstappen,Red Bull,2,6,8,Finished,2020,14
Albon,Red Bull,4,7,6,Finished,2020,14
Norris,McLaren,14,8,5,Finished,2020,14
Stroll,Racing Point,1,9,2,Finished,2020,14
Ricciardo,Renault,5,10,1,Finished,2020,14
Ocon,Renault,7,11,0,+1 Lap,2020,14
Kvyat,AlphaTauri,16,12,0,+1 Lap,2020,14
Gasly,AlphaTauri,19,13,0,+1 Lap,2020,14
Bottas,Mercedes,9,14,0,+1 Lap,2020,14
Räikkönen,Alfa Romeo,8,15,0,+1 Lap,2020,14
Russell,Williams,0,16,0,+1 Lap,2020,14
Magnussen,Haas F1 Team,13,17,0,Withdrew,2020,14
Grosjean,Haas F1 Team,17,18,0,Collision damage,2020,14
Latifi,Williams,0,19,0,Collision damage,2020,14
Giovinazzi,Alfa Romeo,10,20,0,Gearbox,2020,14
Hamilton,Mercedes,1,1,25,Finished,2020,15
Verstappen,Red Bull,3,2,19,Finished,2020,15
Albon,Red Bull,4,3,15,Finished,2020,15
Norris,McLaren,9,4,12,Finished,2020,15
Sainz,McLaren,15,5,10,Finished,2020,15
Gasly,AlphaTauri,8,6,8,Finished,2020,15
Ricciardo,Renault,6,7,6,Finished,2020,15
Bottas,Mercedes,2,8,4,Finished,2020,15
Ocon,Renault,7,9,2,Finished,2020,15
Leclerc,Ferrari,12,10,1,+1 Lap,2020,15
Kvyat,AlphaTauri,10,11,0,+1 Lap,2020,15
Russell,Williams,14,12,0,+1 Lap,2020,15
Vettel,Ferrari,11,13,0,+1 Lap,2020,15
Latifi,Williams,20,14,0,+1 Lap,2020,15
Räikkönen,Alfa Romeo,17,15,0,+1 Lap,2020,15
Giovinazzi,Alfa Romeo,16,16,0,+1 Lap,2020,15
Magnussen,Haas F1 Team,18,17,0,+1 Lap,2020,15
Pérez,Racing Point,5,18,0,Engine,2020,15
Stroll,Racing Point,13,19,0,Collision,2020,15
Grosjean,Haas F1 Team,19,20,0,Collision,2020,15
Pérez,Racing Point,5,1,25,Finished,2020,16
Ocon,Renault,11,2,18,Finished,2020,16
Stroll,Racing Point,10,3,15,Finished,2020,16
Sainz,McLaren,8,4,12,Finished,2020,16
Ricciardo,Renault,7,5,10,Finished,2020,16
Albon,Red Bull,12,6,8,Finished,2020,16
Kvyat,AlphaTauri,6,7,6,Finished,2020,16
Bottas,Mercedes,1,8,4,Finished,2020,16
Russell,Mercedes,2,9,3,Finished,2020,16
Norris,McLaren,19,10,1,Finished,2020,16
Gasly,AlphaTauri,9,11,0,Finished,2020,16
Vettel,Ferrari,13,12,0,Finished,2020,16
Giovinazzi,Alfa Romeo,14,13,0,Finished,2020,16
Räikkönen,Alfa Romeo,18,14,0,Finished,2020,16
Magnussen,Haas F1 Team,15,15,0,Finished,2020,16
Aitken,Williams,17,16,0,Finished,2020,16
Fittipaldi,Haas F1 Team,20,17,0,Finished,2020,16
Latifi,Williams,16,18,0,Engine,2020,16
Verstappen,Red Bull,3,19,0,Accident,2020,16
Leclerc,Ferrari,4,20,0,Collision,2020,16
Verstappen,Red Bull,1,1,25,Finished,2020,17
Bottas,Mercedes,2,2,18,Finished,2020,17
Hamilton,Mercedes,3,3,15,Finished,2020,17
Albon,Red Bull,5,4,12,Finished,2020,17
Norris,McLaren,4,5,10,Finished,2020,17
Sainz,McLaren,6,6,8,Finished,2020,17
Ricciardo,Renault,11,7,7,Finished,2020,17
Gasly,AlphaTauri,9,8,4,Finished,2020,17
Ocon,Renault,10,9,2,Finished,2020,17
Stroll,Racing Point,8,10,1,Finished,2020,17
Kvyat,AlphaTauri,7,11,0,+1 Lap,2020,17
Räikkönen,Alfa Romeo,15,12,0,+1 Lap,2020,17
Leclerc,Ferrari,12,13,0,+1 Lap,2020,17
Vettel,Ferrari,13,14,0,+1 Lap,2020,17
Russell,Williams,16,15,0,+1 Lap,2020,17
Giovinazzi,Alfa Romeo,14,16,0,+1 Lap,2020,17
Latifi,Williams,18,17,0,+1 Lap,2020,17
Magnussen,Haas F1 Team,20,18,0,+1 Lap,2020,17
Fittipaldi,Haas F1 Team,17,19,0,+2 Laps,2020,17
Pérez,Racing Point,19,20,0,Transmission,2020,17
Hamilton,Mercedes,2,1,25,Finished,2021,1
Verstappen,Red Bull,1,2,18,Finished,2021,1
Bottas,Mercedes,3,3,16,Finished,2021,1
Norris,McLaren,7,4,12,Finished,2021,1
Pérez,Red Bull,0,5,10,Finished,2021,1
Leclerc,Ferrari,4,6,8,Finished,2021,1
Ricciardo,McLaren,6,7,6,Finished,2021,1
Sainz,Ferrari,8,8,4,Finished,2021,1
Tsunoda,AlphaTauri,13,9,2,Finished,2021,1
Stroll,Aston Martin,10,10,1,Finished,2021,1
Räikkönen,Alfa Romeo,14,11,0,Finished,2021,1
Giovinazzi,Alfa Romeo,12,12,0,+1 Lap,2021,1
Ocon,Alpine F1 Team,16,13,0,+1 Lap,2021,1
Russell,Williams,15,14,0,+1 Lap,2021,1
Vettel,Aston Martin,20,15,0,+1 Lap,2021,1
Schumacher,Haas F1 Team,18,16,0,+1 Lap,2021,1
Gasly,AlphaTauri,5,17,0,Retired,2021,1
Latifi,Williams,17,18,0,Retired,2021,1
Alonso,Alpine F1 Team,9,19,0,Brakes,2021,1
Mazepin,Haas F1 Team,19,20,0,Accident,2021,1
Verstappen,Red Bull,3,1,25,Finished,2021,2
Hamilton,Mercedes,1,2,19,Finished,2021,2
Norris,McLaren,7,3,15,Finished,2021,2
Leclerc,Ferrari,4,4,12,Finished,2021,2
Sainz,Ferrari,11,5,10,Finished,2021,2
Ricciardo,McLaren,6,6,8,Finished,2021,2
Gasly,AlphaTauri,5,7,6,Finished,2021,2
Stroll,Aston Martin,10,8,4,Finished,2021,2
Ocon,Alpine F1 Team,9,9,2,Finished,2021,2
Alonso,Alpine F1 Team,15,10,1,Finished,2021,2
Pérez,Red Bull,2,11,0,Finished,2021,2
Tsunoda,AlphaTauri,20,12,0,Finished,2021,2
Räikkönen,Alfa Romeo,16,13,0,Finished,2021,2
Giovinazzi,Alfa Romeo,17,14,0,+1 Lap,2021,2
Vettel,Aston Martin,0,15,0,Gearbox,2021,2
Schumacher,Haas F1 Team,18,16,0,+2 Laps,2021,2
Mazepin,Haas F1 Team,19,17,0,+2 Laps,2021,2
Bottas,Mercedes,8,18,0,Collision,2021,2
Russell,Williams,12,19,0,Collision,2021,2
Latifi,Williams,14,20,0,Collision,2021,2
Hamilton,Mercedes,2,1,25,Finished,2021,3
Verstappen,Red Bull,3,2,18,Finished,2021,3
Bottas,Mercedes,1,3,16,Finished,2021,3
Pérez,Red Bull,4,4,12,Finished,2021,3
Norris,McLaren,7,5,10,Finished,2021,3
Leclerc,Ferrari,8,6,8,Finished,2021,3
Ocon,Alpine F1 Team,6,7,6,Finished,2021,3
Alonso,Alpine F1 Team,13,8,4,Finished,2021,3
Ricciardo,McLaren,16,9,2,Finished,2021,3
Gasly,AlphaTauri,9,10,1,Finished,2021,3
Sainz,Ferrari,5,11,0,Finished,2021,3
Giovinazzi,Alfa Romeo,12,12,0,+1 Lap,2021,3
Vettel,Aston Martin,10,13,0,+1 Lap,2021,3
Stroll,Aston Martin,17,14,0,+1 Lap,2021,3
Tsunoda,AlphaTauri,14,15,0,+1 Lap,2021,3
Russell,Williams,11,16,0,+1 Lap,2021,3
Schumacher,Haas F1 Team,19,17,0,+2 Laps,2021,3
Latifi,Williams,18,18,0,+2 Laps,2021,3
Mazepin,Haas F1 Team,20,19,0,+2 Laps,2021,3
Räikkönen,Alfa Romeo,15,20,0,Collision damage,2021,3
Hamilton,Mercedes,1,1,25,Finished,2021,4
Verstappen,Red Bull,2,2,19,Finished,2021,4
Bottas,Mercedes,3,3,15,Finished,2021,4
Leclerc,Ferrari,4,4,12,Finished,2021,4
Pérez,Red Bull,8,5,10,Finished,2021,4
Ricciardo,McLaren,7,6,8,Finished,2021,4
Sainz,Ferrari,6,7,6,Finished,2021,4
Norris,McLaren,9,8,4,+1 Lap,2021,4
Ocon,Alpine F1 Team,5,9,2,+1 Lap,2021,4
Gasly,AlphaTauri,12,10,1,+1 Lap,2021,4
Stroll,Aston Martin,11,11,0,+1 Lap,2021,4
Räikkönen,Alfa Romeo,17,12,0,+1 Lap,2021,4
Vettel,Aston Martin,13,13,0,+1 Lap,2021,4
Russell,Williams,15,14,0,+1 Lap,2021,4
Giovinazzi,Alfa Romeo,14,15,0,+1 Lap,2021,4
Latifi,Williams,19,16,0,+1 Lap,2021,4
Alonso,Alpine F1 Team,10,17,0,+1 Lap,2021,4
Schumacher,Haas F1 Team,18,18,0,+2 Laps,2021,4
Mazepin,Haas F1 Team,20,19,0,+2 Laps,2021,4
Tsunoda,AlphaTauri,16,20,0,Electrical,2021,4
Verstappen,Red Bull,2,1,25,Finished,2021,5
Sainz,Ferrari,4,2,18,Finished,2021,5
Norris,McLaren,5,3,15,Finished,2021,5
Pérez,Red Bull,9,4,12,Finished,2021,5
Vettel,Aston Martin,8,5,10,Finished,2021,5
Gasly,AlphaTauri,6,6,8,Finished,2021,5
Hamilton,Mercedes,7,7,7,Finished,2021,5
Stroll,Aston Martin,13,8,4,+1 Lap,2021,5
Ocon,Alpine F1 Team,11,9,2,+1 Lap,2021,5
Giovinazzi,Alfa Romeo,10,10,1,+1 Lap,2021,5
Räikkönen,Alfa Romeo,14,11,0,+1 Lap,2021,5
Ricciardo,McLaren,12,12,0,+1 Lap,2021,5
Alonso,Alpine F1 Team,17,13,0,+1 Lap,2021,5
Russell,Williams,15,14,0,+1 Lap,2021,5
Latifi,Williams,18,15,0,+1 Lap,2021,5
Tsunoda,AlphaTauri,16,16,0,+1 Lap,2021,5
Mazepin,Haas F1 Team,19,17,0,+3 Laps,2021,5
Schumacher,Haas F1 Team,20,18,0,+3 Laps,2021,5
Bottas,Mercedes,3,19,0,Wheel nut,2021,5
Leclerc,Ferrari,1,20,0,Driveshaft,2021,5
Pérez,Red Bull,6,1,25,Finished,2021,6
Vettel,Aston Martin,11,2,18,Finished,2021,6
Gasly,AlphaTauri,4,3,15,Finished,2021,6
Leclerc,Ferrari,1,4,12,Finished,2021,6
Norris,McLaren,9,5,10,Finished,2021,6
Alonso,Alpine F1 Team,8,6,8,Finished,2021,6
Tsunoda,AlphaTauri,7,7,6,Finished,2021,6
Sainz,Ferrari,5,8,4,Finished,2021,6
Ricciardo,McLaren,13,9,2,Finished,2021,6
Räikkönen,Alfa Romeo,14,10,1,Finished,2021,6
Giovinazzi,Alfa Romeo,20,11,0,Finished,2021,6
Bottas,Mercedes,10,12,0,Finished,2021,6
Schumacher,Haas F1 Team,17,13,0,Finished,2021,6
Mazepin,Haas F1 Team,18,14,0,Finished,2021,6
Hamilton,Mercedes,2,15,0,Finished,2021,6
Latifi,Williams,16,16,0,Finished,2021,6
Russell,Williams,15,17,0,Gearbox,2021,6
Verstappen,Red Bull,3,18,0,Accident,2021,6
Stroll,Aston Martin,19,19,0,Accident,2021,6
Ocon,Alpine F1 Team,12,20,0,Turbo,2021,6
Verstappen,Red Bull,1,1,26,Finished,2021,7
Hamilton,Mercedes,2,2,18,Finished,2021,7
Pérez,Red Bull,4,3,15,Finished,2021,7
Bottas,Mercedes,3,4,12,Finished,2021,7
Norris,McLaren,8,5,10,Finished,2021,7
Ricciardo,McLaren,10,6,8,Finished,2021,7
Gasly,AlphaTauri,6,7,6,Finished,2021,7
Alonso,Alpine F1 Team,9,8,4,Finished,2021,7
Vettel,Aston Martin,12,9,2,Finished,2021,7
Stroll,Aston Martin,19,10,1,Finished,2021,7
Sainz,Ferrari,5,11,0,Finished,2021,7
Russell,Williams,14,12,0,+1 Lap,2021,7
Tsunoda,AlphaTauri,0,13,0,+1 Lap,2021,7
Ocon,Alpine F1 Team,11,14,0,+1 Lap,2021,7
Giovinazzi,Alfa Romeo,13,15,0,+1 Lap,2021,7
Leclerc,Ferrari,7,16,0,+1 Lap,2021,7
Räikkönen,Alfa Romeo,17,17,0,+1 Lap,2021,7
Latifi,Williams,16,18,0,+1 Lap,2021,7
Schumacher,Haas F1 Team,15,19,0,+1 Lap,2021,7
Mazepin,Haas F1 Team,18,20,0,+1 Lap,2021,7
Verstappen,Red Bull,1,1,25,Finished,2021,8
Hamilton,Mercedes,2,2,19,Finished,2021,8
Bottas,Mercedes,5,3,15,Finished,2021,8
Pérez,Red Bull,4,4,12,Finished,2021,8
Norris,McLaren,3,5,10,+1 Lap,2021,8
Sainz,Ferrari,12,6,8,+1 Lap,2021,8
Leclerc,Ferrari,7,7,6,+1 Lap,2021,8
Stroll,Aston Martin,9,8,4,+1 Lap,2021,8
Alonso,Alpine F1 Team,8,9,2,+1 Lap,2021,8
Tsunoda,AlphaTauri,11,10,1,+1 Lap,2021,8
Räikkönen,Alfa Romeo,18,11,0,+1 Lap,2021,8
Vettel,Aston Martin,14,12,0,+1 Lap,2021,8
Ricciardo,McLaren,13,13,0,+1 Lap,2021,8
Ocon,Alpine F1 Team,17,14,0,+1 Lap,2021,8
Giovinazzi,Alfa Romeo,15,15,0,+1 Lap,2021,8
Schumacher,Haas F1 Team,19,16,0,+2 Laps,2021,8
Latifi,Williams,16,17,0,+3 Laps,2021,8
Mazepin,Haas F1 Team,20,18,0,+3 Laps,2021,8
Russell,Williams,10,19,0,Engine,2021,8
Gasly,AlphaTauri,6,20,0,Collision,2021,8
Verstappen,Red Bull,1,1,26,Finished,2021,9
Bottas,Mercedes,5,2,18,Finished,2021,9
Norris,McLaren,2,3,15,Finished,2021,9
Hamilton,Mercedes,4,4,12,Finished,2021,9
Sainz,Ferrari,10,5,10,Finished,2021,9
Pérez,Red Bull,3,6,8,Finished,2021,9
Ricciardo,McLaren,13,7,6,Finished,2021,9
Leclerc,Ferrari,12,8,4,Finished,2021,9
Gasly,AlphaTauri,6,9,2,Finished,2021,9
Alonso,Alpine F1 Team,14,10,1,+1 Lap,2021,9
Russell,Williams,8,11,0,+1 Lap,2021,9
Tsunoda,AlphaTauri,7,12,0,+1 Lap,2021,9
Stroll,Aston Martin,9,13,0,+1 Lap,2021,9
Giovinazzi,Alfa Romeo,15,14,0,+1 Lap,2021,9
Räikkönen,Alfa Romeo,16,15,0,+1 Lap,2021,9
Latifi,Williams,18,16,0,+1 Lap,2021,9
Vettel,Aston Martin,11,17,0,Collision,2021,9
Schumacher,Haas F1 Team,19,18,0,+2 Laps,2021,9
Mazepin,Haas F1 Team,20,19,0,+2 Laps,2021,9
Ocon,Alpine F1 Team,17,20,0,Collision,2021,9
Hamilton,Mercedes,2,1,25,Finished,2021,10
Leclerc,Ferrari,4,2,18,Finished,2021,10
Bottas,Mercedes,3,3,15,Finished,2021,10
Norris,McLaren,5,4,12,Finished,2021,10
Ricciardo,McLaren,6,5,10,Finished,2021,10
Sainz,Ferrari,10,6,8,Finished,2021,10
Alonso,Alpine F1 Team,7,7,6,Finished,2021,10
Stroll,Aston Martin,14,8,4,Finished,2021,10
Ocon,Alpine F1 Team,9,9,2,Finished,2021,10
Tsunoda,AlphaTauri,16,10,1,Finished,2021,10
Gasly,AlphaTauri,11,11,0,Finished,2021,10
Russell,Williams,12,12,0,+1 Lap,2021,10
Giovinazzi,Alfa Romeo,15,13,0,+1 Lap,2021,10
Latifi,Williams,17,14,0,+1 Lap,2021,10
Räikkönen,Alfa Romeo,13,15,0,+1 Lap,2021,10
Pérez,Red Bull,0,16,0,+1 Lap,2021,10
Mazepin,Haas F1 Team,19,17,0,+1 Lap,2021,10
Schumacher,Haas F1 Team,18,18,0,+1 Lap,2021,10
Vettel,Aston Martin,8,19,0,Retired,2021,10
Verstappen,Red Bull,1,20,0,Collision,2021,10
Ocon,Alpine F1 Team,8,1,25,Finished,2021,11
Hamilton,Mercedes,1,2,18,Finished,2021,11
Sainz,Ferrari,15,3,15,Finished,2021,11
Alonso,Alpine F1 Team,9,4,12,Finished,2021,11
Gasly,AlphaTauri,5,5,11,Finished,2021,11
Tsunoda,AlphaTauri,16,6,8,Finished,2021,11
Latifi,Williams,18,7,6,Finished,2021,11
Russell,Williams,17,8,4,Finished,2021,11
Verstappen,Red Bull,3,9,2,Finished,2021,11
Räikkönen,Alfa Romeo,13,10,1,+1 Lap,2021,11
Ricciardo,McLaren,11,11,0,+1 Lap,2021,11
Schumacher,Haas F1 Team,20,12,0,+1 Lap,2021,11
Giovinazzi,Alfa Romeo,0,13,0,+1 Lap,2021,11
Mazepin,Haas F1 Team,19,14,0,Collision,2021,11
Norris,McLaren,6,15,0,Collision,2021,11
Bottas,Mercedes,2,16,0,Collision,2021,11
Pérez,Red Bull,4,17,0,Collision,2021,11
Leclerc,Ferrari,7,18,0,Collision,2021,11
Stroll,Aston Martin,12,19,0,Collision,2021,11
Vettel,Aston Martin,10,20,0,Disqualified,2021,11
Verstappen,Red Bull,1,1,12.5,Finished,2021,12
Russell,Williams,2,2,9,Finished,2021,12
Hamilton,Mercedes,3,3,7.5,Finished,2021,12
Ricciardo,McLaren,4,4,6,Finished,2021,12
Vettel,Aston Martin,5,5,5,Finished,2021,12
Gasly,AlphaTauri,6,6,4,Finished,2021,12
Ocon,Alpine F1 Team,8,7,3,Finished,2021,12
Leclerc,Ferrari,9,8,2,Finished,2021,12
Latifi,Williams,10,9,1,Finished,2021,12
Sainz,Ferrari,11,10,0.5,Finished,2021,12
Alonso,Alpine F1 Team,12,11,0,Finished,2021,12
